label,tanggal,judul,narasi
1,26-Feb-20,"Bendung Walahar Mau Meluap, Jati Luhur Mau Penuh","Bendung walahar air nya mau meluap.
 
 yg di Karawang siap siap
 
 Sekarang mau di buka
 
 infonya jati luhur udah mau penuh. udah gk menampung.
 
 walahar dapat kiriman air dari bandung infonya
 
 Mohon hati2 siaga,skitar karawang,,info dari BPBD karawang.
 
 7 pintu air d curug sudah d buka karena air sudah meluap d skiratan purwakarta.. karawang siap siaga"
1,10-Feb-20,Saking takutnya dengan virus corona Orang Cina Islam yang sholat arahnya kemana mana,"Saking takutnya dengan virus corona
 Orang Cina Islam yang sholat
 mereka pun pada ikutan walaupun arahnya kemana mana"
1,21-Dec-19,Legenda Hello Kitty berasal dari gadis penderita kanker mulut dan Hello Kiity artinya dalam bahasa China adalah Halo Iblis,"Menurut LEGENDA HELLO KITTY, Hello Kitty diciptakan pada tahun 1970 oleh seorang wanita yang memiliki seorang anak perempuan berumur 14 tahun dan di diagnosa menderita kanker mulut. Dokter memberi tahu kepada sang ibu, bahwa kondisi putrinya sudah sangat parah. Mereka tidak bisa menemukan obatnya dan tidak ada yang dapat mereka lakukan untuk menolongnya."
1,3-Oct-19,Foto seorang Nenek dipukuli hingga babak belur setelah mencuri jagung karena kelaparan,"Mencuri Jagung Karena Kelaparan, Seorang Nenek Dipukuli Hingga Babak Belur"
0,5-Sep-19,Post Keadaan Yogyakarta Pasca Bentrokan PRPPB,"asal-asalan memberikan klarifikasi pada pengepungan mahasiswa Papua di Asrama Mahasiswa Papua Yogyakarta tanggal 15 Juli 2016. Mas @hsuf minta bukti, konteks dan sumber? Nih saya kasih!"
1,31-Aug-19,Papua kini kibarkan bendera Yahudi Israel,"Selain mengibarkan bendera Bintang Kejora
 Papua kini kibarkan bendera Yahudi Israel.
 Miris yaaâ€¦.lihat ini dek mpud"
1,18-Aug-19,zionis Israel menebar VIRUS AIDS di pembalut wanita,"Kabar duka untuk kita umat Islam Nandang Burhanudin, Wartawan Palestina membocorkan strategi pemerintah zionis Israel untuk menebar
 VIRUS AIDS disetiap pembalut wanita."
1,17-Jul-19,Kalau kita beli aqua berarti kita menyumbang misionaris Kristen,Kalau kita beli aqua berarti kita menyumbang misionaris Kristen
1,10-Jul-19,Foto para perempuan Indonesia berhijab sekitar tahun 1700,"Foto para perempuan Indonesia berhijab sekitar tahun 1700, tersimpan rapi di Perpustakaan Leiden, Belanda, jauh sebelum kelahiran Kartini,"
1,10-Jul-19,Suhu panas Kuwait melelehkan mobil dan lampu lalulintas,Kuwait recorded 63â€² temperature world record on earth on Saturday said newspaper AL QABAS See the level of destruction caused due to it #recordhightemperature
1,16-Jun-19,Ada Ajakan Aksi Bertajuk PUNCAK AKSI AKBAR TERBESAR *MENUJU KEMENANGAN* PRABOWO SUBIANTO - SANDIAGA UNO,Mariâ€¦ rapatkan gerakan KITA. hingga akhir Juni ( 26 â€“ 27 â€“ 28 Juni ).Prabowo Subianto â€“ Sandiaga Salahuddin Uno.*( Presiden dan Wakil Presiden RI 2019 â€“ 2024 ).
0,1-Apr-19,Baliho Cinesia Timur Sakti Bertuliskan Bahasa Cina di Bandara Haluoleo Kendari,"Selama NKRI merdeka dan SDH 7 kali pergantian presidenâ€¦
Dan semenjak Jokowi jadi presiden baru kali ini ada baleho China terpampang besar d bandara HALUOLEO KOTA KENDARI"
1,25-Mar-19,Cawapres Sandiaga Uno Berfoto dengan Romi yang Berada di Dalam Sel Penjara,"Ada yg ngaku berteman ama ahok,tapi gak pernah jenguk ahok kedlm selnya.Skrg ngaku berteman ama Romi,kok juga blm menjenguk Romi sih ? Dibohongi satu kali itu rasanya sakit sekali,tapi rela dibohongi 2 kali itu hanya org gila yg kuat.Dan saya bukan org kuat,silakan kalian saja yah ?"
0,14-Mar-19,KEPOLISIAN ANGKAT BICARA TERKAIT FOTO KOMPAK PENONTON YANG ACUNGKAN SALAM DUA JARI DI MILLENIAL ROAD SAFETY FESTIVAL,"Direktur Lalulintas, Kombes Pol Wibowo: â€œSaya sudah liat foto yang tersebar di medsos itu dan saya menduga itu foto hasil rekayasa. Apalagi panggung kegiatan yang digelar Polres Serang Kota pada acara MRSF tidak sama dengan foto tersebut,â€"
1,13-Mar-19,Info Pembagian Kursi Roda Gratis di Palembang,"Teman temanâ€¦
Kalo ada tetangga, keluarga, atau siapa pun yang berdomisili di kota Palembang dalam kategori kurang mampu, yang membutuhkan kursi roda, tongkat ketiak, tongkat tuna netra, alat bantu dengar. Silahkan mengajukan permohonan ke Dinas Sosial Kota Palembang Jl. Merdeka No. 26"
1,17-Feb-19,"Waspada, indikasi nyata PKI mulai bangkit","Info & Mohon Kroscek ke yg ada akses ke TKP! ðŸ™

Dan Waspada, indikasi nyata PKI mulai bangkit.."
1,9-Feb-19,Memasak Popcorn Dengan Ponsel,"Trik memasak Popcorn dengan Ponsel!
Tahukah Anda bahwa radiasi Ponsel sangat berbahaya?
Tekan Call pada Ponsel Anda ke sembarang Nomor lalu letakkan berdekatan dengan Jagung yang masih mentah, lihat apa yang terjadi.. Jagung akan matang dan menjadi Popcorn akibat radiasi ponsel itu.
Silahkan coba di rumah Anda!"
0,29-Dec-18,BMKG: Alat Pendeteksi Tsunami di Selat Sunda Hilang Sejak 2007,"â€œBarbar Peopleâ€

â€œTELAH HILANG ALAT PENGUKUR GELOMBANG DAN ARUS"
0,13-Sep-18,"WARGA MALANG DIHEBOHKAN SOAL PENEMUAN ALAT KEJUT YANG DIANGGAP BOM, KEPOLISIAN BERI PENJELASAN","Kasatreskrim Polres Batu AKP, Anton Widodo : â€œDikiranya bom karena benda itu ada kabel-kabelnya. Tapi memang itu bukan bom. Seperti alat getar pelangsung seperti itu,â€"
1,10-Agu-18,Kena Gangguan Jiwa Karena Terlalu Banyak Ikut Les,"â€œHari ini saya berkunjung ke sebuah rumah sakit, membezuk anak teman saya yang sedang sakit. Teman saya ini seorang wanita karir lulusan S2 dari sebuah universitas ternamaâ€¦â€"
1,28-Jul-18,WhatsApp: Hari jadi ke-9,Anda telah dipilih untuk mengambil bagian dalam survei singkat kami dan mendapatkan 20 GB koneksi internet gratis selama 60 hari.
1,22-Mar-18,MCA melakukan Trial check server KPUD Semarang,"WASPADA..!!!
 Telah terlacak oleh MCA, byk IP.Address asal China sudah terkoneksi ke server KPU Pusat. Trial di jamÂ² berbeda seperti sedang ujicoba. Jangan sampai terulang lagi spt kecurangan kasus pilpres 2014.
 Yg paham IT, mari rapatkan barisan. Perang telah dimulai.. !!!"
0,28-Feb-18,Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak WNI yang Ditahan Australia,Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak WNI yang Ditahan Australia
0,21-Feb-18,Sudirman Said Sedang Sembahyang Semoga Tidak di Demo Berjilid-jilid,"Ssst â€¦
 Pk Sudirman Said sedang sembahyang di Vihara â€¦
 jangan diganggu .. apalagi di demo â€¦ ?"
1,17-Dec-17,Seorang Pria di Dander Bojonegoro Meninggal Akibat Menggunakan HP,"Tlg bantu share sebanyak banyak nya agar jadi pelajaran bagi kita semua. Seorang pria di Dander Bojonegoro meninggal akibat menggunakan Hp. Dia mendengar musik pakai Handset, saat Hpnya di Charge dan ketiduran. Arus Listrik masuk melalui telinga sampai ke sekujur tubuhnya. Kulitnya meletup letup sampai membentuk lubang2 di seluruh tubuh nyaâ€¦ Sekali lagii, jangan pernah gunakan Hp saat sedang di charge sepenting apapun keadaannya karena ini bisa mengancam keselamatan"
1,16-Dec-17,"Ngeri, Jembatan Suramadu Saat Diterjang Ombak Besar","Ngeri, Jembatan Suramadu Saat Diterjang Ombak Besar"
1,30-Sep-17,Impor 5000 Senjata Api Oleh POLRI,Impor 5000 Senjata Api Oleh POLRI
1,27-May-17,"Zara Zettira : Semua Pemilik Akses Ke sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014","Zara Zettira : Semua Pemilik Akses Ke sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014"
1,23-Feb-17,MINUM DENGAN POSISI BERDIRI BISA TIMBULKAN SAKIT BATU GINJAL,Minum air dengan posisi duduk lebih sehat daripada minum air sambil berdiri. Minum air sambil berdiri salah satu penyebab batu ginjal.
0,26-Nov-16,Mengapa Kita Menyukai Hoax atau Kabar Bohong?,"Mengapa kita menyukai hoax atau kabar bohong?
 
 Riset yang dilakukan oleh Robert Feldman, psikolog dari University of Massachusetts menunjukkan bahwa kebohongan memiliki keterkaitan dengan kepercayaan diri. Saat kepercayaan diri kita terancam seseorang akan dengan mudah berbohong. Riset Feldman ini dimuat dalam Journal of basic and Applied Psychology. Setidaknya 60 persen dari orang yang diriset oleh Feldman ini berbohong dalam setiap perbincangan yang dilakukan. Hal serupa juga terjadi pada internet, kita kerap menambahi kabar yang belum pasti dengan kebohongan sehingga menghasilkan hoax berantai"
1,8-Mar-16,": Ratna Sarumpaet : Kalau Ahok Maju Via Jalur Independen, Saya Rela Menari Bugil di Monas","Ratna Sarumpaet : Kalau Ahok Maju Via Jalur Independen, Saya Rela Menari Bugil di Monas"
1,14-Aug-20,Info Lowongan Kerja Puskesmas Marganada,INFO LOWONGAN KERJA PUSKESMAS MARGADANA
1,16-Jul-20,Video Pesepeda Masuk Pantai Indah Kapuk Harus Pakai Paspor,BENARKAH ADA NEGARA DALAM NEGARA ??? PANTAI INDAH KAPOK MAU MASUK PAKAI SEPEDA HARUS PUNYA PASPORT â€¦ BENARKAH INI ??? #FokusStopRUUHIP #FokusStopRUUHIPâ€
1,14-Jun-20,Petinju Manny Pacman Bagi-bagi Hadiah Saat Pandemi,"Untuk semua bangsa..!!!Daftar dari rumah dan dapatkan hadiah dalam waktu 30 menit, kami menerbitkannya untuk membantu orang karena sumringah virus CORONA mencegah banyak orang bekerja.Pilih huruf pertama nama Anda dan Anda akan menerima hadiah yang Anda pilih.Lakukan sekarang dengan imanâ€¦!!!>>>"
1,1-Jun-20,MetroTV Akui Anies Adalah Presiden RI,Stasiun televisi nasional MetroTV â€˜mengakuiâ€™ bahwa Anies Baswedan bukanlah Gubernur DKI Jakarta melainkan Presiden RI. Hal tersebut terlihat dari teks headline berita berjudul â€œPresiden Tinjau Kesiapan Kenormalan Baruâ€ di program Selamat Pagi Indonesia. Padahal di situ adalah gambar Anies Baswedan yang sedang diwawancarai.
1,19-May-20,Foto ada antek china baru niee lagi minta sumbangan katanya APBD DKI lagi sekarat,Ciek.. Ciek ada antek china baru niee lagi minta sumbangan katanya APBD DKI lagi sekarat ayoo buly dong jgn diam aja ..gue yakin kadrun bakalan ngomong hoak..editanâ€¦bla..bla.
1,28-Apr-20,"Akibat Pandemi COVID-19, Keluarga Beberapa Hari Tidak Makan","Tadi saya dapat Kabar, ada keluarga di sekitar jl. Rawa Cangkuk III Medan Denai, pasangan suami istri dengan 5 anak sudah beberapa hari tak makan, tinggal disebuah kontrakan, karena tak sanggup bayar kontrakan diusir oleh pemilik kontrakan, si bapak sudah tidak bekerja lagi akibat pandemi covid 19 ini, dan sama sekali tidak memiliki pekerjaan, beliau tidak pulang pulang kerumah untuk mencari uang beberapa hari ini, si ibu pun pergi untuk mencari kerja, tinggal 5 orang anak yang masih kecil kecil 2 hari tidak makan, oleh warga sekitar dibelikan 5 bungkus nasi untuk diberikan pada 5 anak tersebut, yang membuat sesak nafas warga yang membantu keluarga tersebut melihat langsung salah satu anak menyisihkan 3 bungkus nasi, mereka hanya memakan 2 bungkus nasi saja untuk dimakan 5 orang, sedangkan 3 bungkus lagi untuk disimpan buat nanti malam kata salah satu anak tersebut, saat ini si ibu sudah pulang dan hanya membawa uang 8 ribu rupiah, warga sekitar berupaya patungan, baru terkumpul sekitar 400 ribu rupiah, pemerintah harus tanggap terhadap persoalan ini, Kepling setempat blom ada upaya untuk membantu atau merekomendasikan sebagai warga berdampak covid 19 ini, perlu perhatian kita semua untuk warga kekurangan seperti keluarga ini, yang ingin beramal dibulan puasa ini silahkan berkoordinasi dan hubungi nomor HP : +62 *****18 atas nama pak Paseh salah satu tetangga yang perduli"
1,22-Apr-20,Terjadi Pembegalan di Jalan Bango Cilandak,Hati hati lewat jln baru tol sekitaran jlnn bango cilandak jam3sore ada begalâ€¦ ini korban ny.tetangga gw..
1,22-Apr-20,Italia Mengumumkan Penyerahannya,Italia Mengumumkan Penyerahannya Perdana Menteri mengatakan: Kontrol kami hilang. Penyakit Menular Membunuh Kami. Semua kemungkinan bantuan di bumi sudah berakhir
1,9-Apr-20,"Tanggal 10-12 April, Aktivitas Berhenti Total 3 Hari","Ayo Kompak Melawan Virus SEREMPAK SE-INDONESIA BERHENTI TOTAL TIGA HARI Virus tidak bisa dipindah KECUALI dipindahkan, dan jika dalam 24 jam tidak dipindahkan, virus mati sendiri PELAKSANAAN 10-12 APRIL 2020"
1,22-Mar-20,Gambar Sampul Koran Tempo Gotong Royong Melawan Virus Corona,"GOTONG
 ROYONG
 MELAWAN
 VIRUS
 CORONA
 
 Giliran Koropsi
 Diem~Diem"
1,15-Jan-20,proses beras plastik,"proses beras plastik
 
 hati hati dlm membeli beras..!!"
1,15-Dec-19,Iblis ini masuk daftar hitam,"Iblis ini masuk daftar hitam !
 
 Min Aung Hlaing, panglima semua kejahatan di Myanmar harus diadili, jangan sampai dia berkeliaran dengan bebas.
 
 Genosida terhadap Rohingya dan kejahatan perang terhadap kelompok etnis terjadi di bawah perintahnya..
 lihat dan ingat wajah ini,lihat"
1,5-Nov-19,Penjelasan KPK Terkait Beredarnya Informasi Rekrutmen Palsu,"Terkait surat hal tersebut, perlu ditegaskan bahwa KPK tidak mengeluarkan surat tersebut dan tidak sedang melaksanakan kegiatan rekrutmen pegawai."
1,30-Aug-19,Malam ini jam 24:00 BBM naik Tanggal 30 Agustus 2019,"Malam ini jam 24:00 BBM naik :
 Premium. Rp 9.500
 Pertalite. Rp 11.000
 Pertamax. Rp 14.000
 Bio Solar. Rp 8.250
 Dexlite. Rp 13.000
 *mohon di sebar luaskan kepada temen atau family atau sahabat yang belum mengetahuiâ€¦"
1,30-Jun-19,Rakyat yang sederhana itu melawan sebisanya,"Rakyat yang sederhana itu melawan sebisanya. Ketika Prabowo menghinakan tampang-tampang warga Boyolali di sebuah panggung kampanye, mereka marah."
1,19-May-19,Dibuang Sajaa,Cek tangkapan layar.
1,28-Apr-19,#AniesDimana asiik nih nies,"#AniesDimana
asiik nih nies..loe dimana"
1,9-Feb-19,Tentara merah RRC di pluit jkt,"Tentara merah RRC di pluit jkt ,â€¦ Bahaya melanda Negri ku"
1,25-Sep-18,Keren kan???... jangan lupa NO.2...,â€œKeren kan???â€¦ jangan lupa NO.2â€¦â€
1,18-Sep-18,Dana Bantuan Pada Buku Tabungan Bodong Untuk Renovasi Rumah Korban Gempa di Lombok,"sampai hari ini (18/9) buku tabungan yang bapak berikan kepada masyarakat korban gempa di Lombok utk merenovasi rumahnys belum juga ada uangnya tuh, alias â€¦.."
1,17-Sep-18,Foto-Foto Mahasiswa Dianiaya Polisi yang Tak Diliput Media Saat Ini,"Mahasiswaâ€¦
 
 Perjuanganmu tak akan sia-sia
 
 Engkaulah Pejuang Untuk Rakyat Yang Sebenarnyaâ€¦"
1,31-Agu-18,Omongan Bin Masak Ngak DIperhatikan,"â€œOmongan Bin Masak Ngak DIperhatikan.. Ngeri Ngeri Sedap Gimana Ya | Mengerikan, BIN Sebut Gagasan Khilafah Hidup di Pendukung 2019GantiPresiden
 mlâ€."
1,06-Agu-18,Pemelintiran Konteks Pidato Prabowo Tentang Rampok Tetanggamu Yang Sedang Kesusahan,Rampok tetanggamu yang kesusahan
1,31-Jul-18,Pemberlakuan Tilang Elektronik Melalui Pemantauan CCTV oleh Pemerintah Kota Manado per Agustus 2018,Yang melintas dijalanan KOTA MANADO
1,9-Jul-18,Video Salat Berbahasa Indonesia,Kursus Salat dengan Artinya
0,23-Apr-18,"BKSDA Klarifikasi Soal Penampakan Harimau Sumatra di Agam, Sumatra Barat","Kepala BKSDA Sumbar Erly Sukrismanto mengungkapkan, berdasarkan tinjauan tim di lapangan ternyata harimau hanya menampakkan diri tanpa melukai hewan ternak, seperti yang sempat dilaporkan warga. â€œJadi, warga melihat dua ekor harimau jalan-jalan dari kejauhan. Tapi tidak ganggu apapun, tidak ngamuk dan melukai kerbau,â€ terang Erly."
0,18-Apr-18,Klarifikasi PT Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,"Dapat kami sampaikan klarifikasi bahwa konstruksi yang runtuh adalah overpass akses Jalan Tumaluntung yang melintas di atas lokasi rencana Jalan Tol Manado-Bitung (underpass),"
1,19-Mar-18,FOTO E-TICKET DENGAN NAMA RIZIEQ SHIHAB,"Sebuah foto e-ticket beratasnamakan Mohammad Rizieq Syihab, dengan penerbangan dari Bandara Internasional King Abdulaziz menuju Bandara Internasional Soekarno Hatta."
0,5-Jan-18,: Penemuan Senjata Kelompok Syiah di Goa Husainiyat,Pemerintah Pakistan menemukan gudang persenjataan kelompok syiâ€™ah dalam sebuah gua dibawah Husainiyat mereka yg terletak disebelah barat laut Pakistan.
1,20-Dec-17,Foto Jokowi Sedang di Berkati oleh Pendeta Max Ebe Ministri,Bapak Jokowi di berkati oleh Max Ebe Ministriâ€¦â€¦
1,19-Dec-17,Stiker Call Center di Mesin ATM Bisa Rekam PIN untuk Kuras Saldo Tabungan,"INFO dari Bank Indonesia:
Apabila anda punya rekening BANK MANDIRI, BANK BNI, BANK BCA, dan ingin ambil uang di ATM, sedangkan di ATM ada stiker Call Mandiri dgn No, Telp 02133131777, jangan masukkan kartu ATM anda.
Cabut stiker itu, karena stiker itu dapat merekam PIN anda juga berisi program untuk menguras saldo rekening dlm mesin ATM.... "
1,4-Dec-17,Hujan Es di Tol Cipularang,Hujan es di tol cipularang
1,18-Jul-17,Judul Berita Liputan6 Cerita Megawati Pertama Kali Bertemu Pendiri NU,Judul Berita Liputan6 â€˜Cerita Megawati Pertama Kali Bertemu Pendiri NUâ€™
0,24-May-17,Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi
1,25-Feb-17,"Sri Mulyani Indrawati sedih, Rp400triliun anggaran Kemendikbud Habis Tapi Hasil Tidak Tercapai","Sri Mulyani Indrawati sedih, Rp400triliun anggaran Kemendikbud habis tapi hasil tidak tercapai"
0,3-Nov-16,: Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara
1,7-Oct-15,: Pemerintah Tidak Melakukan Apa-apa Untuk Mengatasi Bencana Asap Ini,Pemerintah Tidak Melakukan Apa-apa Untuk Mengatasi Bencana Asap Ini
1,12-Aug-20,Narasi Foto Islam Nusantara Sholat Berlatar Belakang Salib,Islam Nusantara itu nabinya siapa yaâ€¦? Tuhannya Yesus juga yaâ€¦..? terus kitabnya mungkin kitab STENSILâ€¦.??
1,23-Jun-20,uang kertas kita tahun 1954 ada tulisan Arab,Inilah wajah uang kertas kita tahun 1954â€¦Renungkanlah !
1,3-Jun-20,Video selasa 2 Juni 2020 Aksi mahasiswa di jakarta tuntut Jokowi turun dari presiden,selasa 2 Juni 2020 Aksi mahasiswa tuntut Jokowi turun dari presiden
1,30-May-20,"Dari DR. Ir. Hj. Sri Nurdiati, Dekan FMIPA IPB : Banyak Yang Tidak Tahu: Ini Rahasia Imunitas Tubuh","Dari DR. Ir. Hj. Sri Nurdiati, Dekan FMIPA IPB dan Dosen Biokimia IPB. Banyak orang nggak sadar pentingnya â€œANTIBODIâ€ stoknya harus selalu ada. Orang lebih panik masker atau hand sanitizer hilang di pasaran. Harusnya kita lebih panik kalau â€œANTIBODIâ€ hilang di tubuh, karena virus tidak mungkin dihindari."
1,19-May-20,Program Mudik Sehat PSBB 2020 Oleh Big Bird,Program Mudik Sehat PSBB 2020 Oleh Big Bird
1,14-May-20,warga dijamu Gubernurnya,"Saya suka melihat photo ini dimana warga dijamu Gubernurnya..!! Yang lain sabar ya, semoga dibuat bergiliran dan semua kebagian"
1,12-May-20,@call.serviis.homecredit.id dan @homecredir_pusat_bantuan Akun Instagram Official Home Credit,Home Credit Indonesia Official #KamuBisa
1,26-Apr-20,Hanya di Indonesia Narapidana Dibebaskan di Tengah Wabah COVID-19,Suruh siapa NARAPIDANA DIBEBASKAN hanya dinegara +62 Klau Sudah keluar mana bisa kmbali ke lapaas Kaya nonton sinetron indosiar z
1,21-Apr-20,Luhut Perintahkan TNI-Polri Tangkap Pemda yang Tutup Bandara,"Luhut Minta Panglima TNI dan Kapolri Kawal Bandara, Jangan Sampai Ditutup Pemda. Tangkap kalau ada yang melawan. Jangan ada yang kurang ajar sama saya dan pada pemerintah pusat."
1,17-Mar-20,Mahasiswa UNY Positif Corona,Mbak sampaikannke klas _ kelompok putra .sementara kita steril kampus.mlathn mandiri satu minggu Ini virus Corona sudah masuk UNY 1 orang positif. Hati hati.jangan jabat tangan.jangan cipika cipiki A sapak/ Mbak
1,7-Jan-20,Video Drone berondong rombongan jenderal Quds Iran: Qaseem Soleimani. Ini yg katanya awal dari Perang Dunia Ketiga...,"[6/1 17:10] Zuey: Video Drone berondong rombongan jenderal Quds Iran: Qaseem Soleimani.
 [6/1 17:10] Zuey: Ini yg katanya awal dari Perang Dunia Ketigaâ€¦"
1,3-Jan-20,"Said Aqil Bernama Asli I Made Wiryawan Saidi, Beragama Hindu dan Berasal dari Lombok","Dapat info dari kawan asal kota Bali.Kawan Saya bilang, 2 tahun tak jumpa dengan pak I made, kok namanya jadi said Aqil siraj.dan suka pake peci. Begitu imbuhnyaâ€¦.Selidik punya Selidik, ternyata SAS mempunyai nama asli.I Made Wiryawan saidi.Beragama Hindu asal pulau lombok yg memiliki saham di kota Bali.Kawan saya merasa terkejut.Bagaimana mungkin seorang beragama HINDU bisa di percaya mengurus NU Bersama gerombolannya si Cornelius, Nuril, Abu janda dan Gus Guntur Di masukkan NU secara Bersamaâ€™an oleh Megawati"
1,26-Dec-19,Kominfo Bantah Punya Akun di Situs Porno Pornhub,"Dalam rilis resminya, Kominfo menyatakan tidak pernah membuat akun atau konten apapun pada situs Pornhub. Kominfo mengklaim telah berkoordinasi dengan Direktorat Tindak Pidana Siber Bareskrim Polri untuk proses penegakan hukum. Kominfo juga telah mengirimkan surat elektronik (email) kepada pengelola situs Pornhub untuk menyampaikan keberatan penggunaan nama kementerian dan logo Kominfo pada situs tersebut."
1,6-Dec-19,Aplikasi DANA Adalah Buatan China Dan Memiliki Nama Asli Alipay,"RENUNGKAN !!! ðŸ‘‰Alipay buatan China di banggakan di Indonesia.
 ðŸ‘‰PayPal buatan Amerika di agungkan di Indonesia.
 ðŸ‘‰Worldpay buatan Inggris di junjung tinggi di Indonesia.
 ðŸ‘‰#PayTren buatan Indonesia yang di akui Oleh Pemerintah Republik Indonesia, Ternyata Bagi Bangsa dan Masyaraktnya Sendiri Masih Kebanyakan Gak Paham Tentang Visi dan Misi Besarnya. Kita Bangsa Indonesia Sedang dijajah Ekonomi Bosâ€¦"
1,21-Oct-19,Pesan Larangan Kendaraan Plat AD Solo ke Jogja,Selamat sore sedulur dalam rangka Pertandingan sepak Bola liga 2 antara PSIM lawan PERSIS Solo pada hari senin tgl 21-10-2019 di Mandalakrida jam 15;30 wib utk menjaga Keselamatan dan Hal yg tidak perlu terjadi Maka yg Punya Motor dan Mobil Plat AD Jangan dibawa masuk Kota Yogykarta Dulu.
1,30-Sep-19,Antara Keparat & Aparat,"Inilah Perbedaannya Saat Seorang Pemimpin Memberikan Arahan Kepada Anak Buahnya.
 Antara Keparat(A) & Aparat (B)."
1,16-Sep-19,Cover Majalah Tempo Edisi 16 September 2019 Direvisi,"Apa maksudnya BUat majalah TeMpo yng Kemarin Menghina simbol KENEGARaan dn Sekrang dignti dengan ini
 Wahai Kaum Bani Cingkrang .ingat allah s,w,t mbonten Sare .."
1,11-Sep-19,"Hoaks, Surat Pendataan Pembangunan Ibu Kota Baru Catut BPPT","Ya, palsu. Kop surat, tanda tangan malah tidak mirip dengan tanda tangan saya"
1,27-Mar-19,Foto Kader Perempuan PKS Menggunakan Atribut #2019TAMBAHISTRI,Kenapa wanita PKS setuju dengan poligami? doktrin kah??
1,28-Jan-19,Keluarga Gusdur mendukung penuh calon President 01,Keluarga Gusdur mendukung penuh calon President 01
0,26-Sep-18,Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi data,"Belum lama ini beredar surat yang menginformasikan mengenai kurang lengkapnya data guru sekolah madrasah negeri/swasta di media sosial. Dalam surat tersebut, pengirim juga mengatasnamakan pihak Kementerian Agama ( Kemenag) RI dengan modus mengambil data pribadi untuk disalahgunakan."
1,17-Agu-18,Tangkapan Layar Post di Page Antaranews Hasil Suntingan,"Khusus buat pasangan Mardani Ali Sera dan Neno Warisman Keselek, ini pak Wagub nantang lho. Berani gak????â€"
0,08-Agu-18,"DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI","DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI"
1,06-Agu-18,Gempa Susulan Di Bali Pada Pukul 00.30 WIB,"Mohon share kpd tmn2,, info dr BMKG gempa susulan akan terjadi di seluruh bali pada tengah malam,,dprediksikan terjadi lbh besar pukul 00.30 Wib"
1,18-May-18,Ratusan Ton Narkoba yang Masuk ke Indonesia untuk Pembiayaan Teroris,"FAHAM KAN MAKSUD DARI RATUSAN TON NARKOBA YG DATANG DARI CHINA.. #2019GANTIPRESIDEN,"
0,4-Jan-18,: Isu-isu Mengenai media Penyebaran HIV/AIDS,Isu-isu Mengenai media Penyebaran HIV/AIDS
0,4-Jan-18,Pengamat Media Sosial: Tak Ada Hoax yang Positif,"Ya mana ada hoax positif, nggak ada hoax positif. Hoax itu berita bohong, informasi palsu. Nggak ada positif-positifnya"
1,16-May-17,: Gambar DPO Palsu Bergambar Rizieq Shihab,"Beredar postingan gambar DPO (Daftar pencarian orang) atas Pimpinan Front Pembela Islam (FPI), Rizieq Shihab yang mengatas namakan Humas Polda Metro Jaya"
0,8-Jan-17,Al Quran Dirobek Saat Sidang Ahok,"Al Quran disobek2 dibuang di jln saat sidang ahokâ€¦yang mungutin sampe nangis..
 #JumatBarokah"
1,13-Feb-16,Pegawai Honorer K2 Meninggal Dunia Saat Demo di Istana,Innalillahi..Dua Honorer K2 Meninggal di Depan Istana
0,5-Oct-15,": Harun Yahya, Salah Satu Pionir Hoax Umat Islam","Harun Yahya, Salah Satu Pionir Hoax Umat Islam"
1,11-Aug-20,Canada Is Already Free From Covid-19,"CANADA is now Covid free! i hope philippines next, donâ€™t lose hope, GOD will heal!"
1,29-Jul-20,Foto Maruf Amin 5 TAHUN nggak ngapa-ngapain,5 TAHUN nggak ngapa-ngapain
1,27-Jul-20,jika wanita sedang HAID maka sekali-kali jangan lakukan 4 hal,"Berhati-hati lah : #PARA_WANITA_SEDANG_DATANG_HAID Share untuk para wanita (Bila pria yang menerima tolong di teruskan ke wanita), jika wanita sedang HAID maka sekali-kali jangan lakukan 4 hal ini :"
1,16-Jul-20,Anies Sebut Mendungui Warga,"Buka Suara soal Reklamasi Ancol, Anies: Ini untuk Melindungui Warga dari Banjir"
1,27-Jun-20,Video Remaja Ini Terkena Tiktok Syndrome,"Astaghfirullah, Remaja Ini Terkena Tiktok Syndrome, Ga Bisa Kontrol Gerakan Badannya Karena Banyakan Main Tiktok"
